Location,Phase,Cheese,Charm,Mouse,,,,,,,,,
Acolyte Realm,-,Ancient,-,Gate Guardian,9.26%,,,,,,,,
Acolyte Realm,-,Radioactive Blue,-,Gate Guardian,33.21%,,,,,,,,
Acolyte Realm,-,Radioactive Blue,-,Golem,32.82%,,,,,,,,
Acolyte Realm,-,Radioactive Blue,-,Mutated Grey,13.56%,,,,,,,,
Acolyte Realm,-,Radioactive Blue,-,Mutated White,13.19%,,,,,,,,
Acolyte Realm,-,Radioactive Blue,-,Mutated Brown,7.01%,,,,,,,,
Acolyte Realm,-,Radioactive Blue,-,Black Widow,0.22%,,,,,,,,
Balack's Cove,Low Tide,Vanilla Stilton,-,Brimstone,18.98%,,,,,,,,
Balack's Cove,Low Tide,Vanilla Stilton,-,Twisted Fiend,18.30%,,,,,,,,
Balack's Cove,Low Tide,Vanilla Stilton,-,Davy Jones,17.96%,,,,,,,,
Balack's Cove,Low Tide,Vanilla Stilton,-,Enslaved Spirit,15.47%,,,,,,,,
Balack's Cove,Low Tide,Vanilla Stilton,-,Nerg Lich,9.00%,,,,,,,,
Balack's Cove,Low Tide,Vanilla Stilton,-,Elub Lich,8.75%,,,,,,,,
Balack's Cove,Low Tide,Vanilla Stilton,-,Derr Lich,8.66%,,,,,,,,
Balack's Cove,Low Tide,Vanilla Stilton,-,Tidal Fisher,2.87%,,,,,,,,
Balack's Cove,Low Tide,Vengeful Vanilla Stilton,-,Enslaved Spirit,22.76%,,,,,,,,
Balack's Cove,Low Tide,Vengeful Vanilla Stilton,-,Elub Lich,17.27%,,,,,,,,
Balack's Cove,Low Tide,Vengeful Vanilla Stilton,-,Nerg Lich,16.82%,,,,,,,,
Balack's Cove,Low Tide,Vengeful Vanilla Stilton,-,Derr Lich,16.65%,,,,,,,,
Balack's Cove,Low Tide,Vengeful Vanilla Stilton,-,Balack the Banished,11.10%,,,,,,,,
Balack's Cove,Low Tide,Vengeful Vanilla Stilton,-,Twisted Fiend,5.21%,,,,,,,,
Balack's Cove,Low Tide,Vengeful Vanilla Stilton,-,Brimstone,5.17%,,,,,,,,
Balack's Cove,Low Tide,Vengeful Vanilla Stilton,-,Davy Jones,5.01%,,,,,,,,
Balack's Cove,Mid Tide,Vanilla Stilton,-,Riptide,18.78%,,,,,,,,
Balack's Cove,Mid Tide,Vanilla Stilton,-,Enslaved Spirit,15.18%,,,,,,,,
Balack's Cove,Mid Tide,Vanilla Stilton,-,Twisted Fiend,14.54%,,,,,,,,
Balack's Cove,Mid Tide,Vanilla Stilton,-,Davy Jones,14.13%,,,,,,,,
Balack's Cove,Mid Tide,Vanilla Stilton,-,Brimstone,14.02%,,,,,,,,
Balack's Cove,Mid Tide,Vanilla Stilton,-,Derr Lich,8.47%,,,,,,,,
Balack's Cove,Mid Tide,Vanilla Stilton,-,Nerg Lich,7.76%,,,,,,,,
Balack's Cove,Mid Tide,Vanilla Stilton,-,Elub Lich,7.12%,,,,,,,,
Balack's Cove,Mid Tide,Vengeful Vanilla Stilton,-,Derr Lich,19.90%,,,,,,,,
Balack's Cove,Mid Tide,Vengeful Vanilla Stilton,-,Nerg Lich,19.42%,,,,,,,,
Balack's Cove,Mid Tide,Vengeful Vanilla Stilton,-,Elub Lich,18.16%,,,,,,,,
Balack's Cove,Mid Tide,Vengeful Vanilla Stilton,-,Balack the Banished,13.59%,,,,,,,,
Balack's Cove,Mid Tide,Vengeful Vanilla Stilton,-,Enslaved Spirit,10.97%,,,,,,,,
Balack's Cove,Mid Tide,Vengeful Vanilla Stilton,-,Riptide,10.39%,,,,,,,,
Balack's Cove,Mid Tide,Vengeful Vanilla Stilton,-,Twisted Fiend,3.01%,,,,,,,,
Balack's Cove,Mid Tide,Vengeful Vanilla Stilton,-,Brimstone,2.91%,,,,,,,,
Balack's Cove,Mid Tide,Vengeful Vanilla Stilton,-,Davy Jones,1.65%,,,,,,,,
Balack's Cove,High Tide,Vanilla Stilton,-,Riptide,85.39%,,,,,,,,
Balack's Cove,High Tide,Vanilla Stilton,-,Enslaved Spirit,2.71%,,,,,,,,
Balack's Cove,High Tide,Vanilla Stilton,-,Brimstone,2.64%,,,,,,,,
Balack's Cove,High Tide,Vanilla Stilton,-,Twisted Fiend,2.45%,,,,,,,,
Balack's Cove,High Tide,Vanilla Stilton,-,Davy Jones,2.12%,,,,,,,,
Balack's Cove,High Tide,Vanilla Stilton,-,Nerg Lich,1.72%,,,,,,,,
Balack's Cove,High Tide,Vanilla Stilton,-,Derr Lich,1.52%,,,,,,,,
Balack's Cove,High Tide,Vanilla Stilton,-,Elub Lich,1.45%,,,,,,,,
Balack's Cove,High Tide,Vengeful Vanilla Stilton,-,Riptide,73.68%,,,,,,,,
Balack's Cove,High Tide,Vengeful Vanilla Stilton,-,Nerg Lich,6.58%,,,,,,,,
Balack's Cove,High Tide,Vengeful Vanilla Stilton,-,Balack the Banished,5.26%,,,,,,,,
Balack's Cove,High Tide,Vengeful Vanilla Stilton,-,Elub Lich,5.26%,,,,,,,,
Balack's Cove,High Tide,Vengeful Vanilla Stilton,-,Derr Lich,3.95%,,,,,,,,
Balack's Cove,High Tide,Vengeful Vanilla Stilton,-,Enslaved Spirit,2.63%,,,,,,,,
Balack's Cove,High Tide,Vengeful Vanilla Stilton,-,Brimstone,1.32%,,,,,,,,
Balack's Cove,High Tide,Vengeful Vanilla Stilton,-,Davy Jones,1.32%,,,,,,,,
Bazaar,-,Gilded,-,Master Burglar,20.31%,,,,,,,,
Bazaar,-,Gilded,-,Bionic,16.44%,,,,,,,,
Bazaar,-,Gilded,-,Steel,16.42%,,,,,,,,
Bazaar,-,Gilded,-,Granite,16.31%,,,,,,,,
Bazaar,-,Gilded,-,Burglar,15.08%,,,,,,,,
Bazaar,-,Gilded,-,Mutated Grey,4.88%,,,,,,,,
Bazaar,-,Gilded,-,Mutated White,4.67%,,,,,,,,
Bazaar,-,Gilded,-,Mutated Brown,2.55%,,,,,,,,
Bazaar,-,Gilded,-,Dwarf,1.68%,,,,,,,,
Bazaar,-,Gilded,-,Zombie,1.66%,,,,,,,,
Bazaar,-,Gouda/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Granite,28.21%,,,,,,,,
Bazaar,-,Gouda/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Bionic,25.03%,,,,,,,,
Bazaar,-,Gouda/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Steel,23.93%,,,,,,,,
Bazaar,-,Gouda/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Mutated White,7.94%,,,,,,,,
Bazaar,-,Gouda/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Mutated Grey,6.47%,,,,,,,,
Bazaar,-,Gouda/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Mutated Brown,3.54%,,,,,,,,
Bazaar,-,Gouda/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Zombie,1.95%,,,,,,,,
Bazaar,-,Gouda/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Dwarf,1.83%,,,,,,,,
Bazaar,-,Gouda/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Burglar,1.10%,,,,,,,,
Bazaar,-,Brie,-,Granite,23.12%,,,,,,,,
Bazaar,-,Brie,-,Bionic,22.55%,,,,,,,,
Bazaar,-,Brie,-,Steel,21.93%,,,,,,,,
Bazaar,-,Brie,-,Burglar,10.47%,,,,,,,,
Bazaar,-,Brie,-,Mutated Grey,6.91%,,,,,,,,
Bazaar,-,Brie,-,Mutated White,6.62%,,,,,,,,
Bazaar,-,Brie,-,Mutated Brown,3.53%,,,,,,,,
Bazaar,-,Brie,-,Zombie,2.55%,,,,,,,,
Bazaar,-,Brie,-,Dwarf,2.31%,,,,,,,,
Bazaar,-,SB+,-,Burglar,20.13%,,,,,,,,
Bazaar,-,SB+,-,Granite,16.68%,,,,,,,,
Bazaar,-,SB+,-,Bionic,16.62%,,,,,,,,
Bazaar,-,SB+,-,Steel,16.23%,,,,,,,,
Bazaar,-,SB+,-,Master Burglar,8.30%,,,,,,,,
Bazaar,-,SB+,-,Mutated White,5.82%,,,,,,,,
Bazaar,-,SB+,-,Mutated Grey,5.77%,,,,,,,,
Bazaar,-,SB+,-,Nibbler,3.28%,,,,,,,,
Bazaar,-,SB+,-,Crown Collector,2.39%,,,,,,,,
Bazaar,-,SB+,-,Zombie,1.73%,,,,,,,,
Bazaar,-,SB+,-,Dwarf,1.63%,,,,,,,,
Bazaar,-,SB+,-,Mutated Brown,1.05%,,,,,,,,
Bazaar,-,SB+,-,Black Widow,0.37%,,,,,,,,
Burroughs Rift,Mist Level 0,Magical String,-,Doktor,20.59%,,,,,,,,
Burroughs Rift,Mist Level 0,Magical String,-,Evil Scientist,15.59%,,,,,,,,
Burroughs Rift,Mist Level 0,Magical String,-,Portable Generator,15.57%,,,,,,,,
Burroughs Rift,Mist Level 0,Magical String,-,Surgeon Bot,15.18%,,,,,,,,
Burroughs Rift,Mist Level 0,Magical String,-,Automated Sentry,10.41%,,,,,,,,
Burroughs Rift,Mist Level 0,Magical String,-,Amplified Brown,5.24%,,,,,,,,
Burroughs Rift,Mist Level 0,Magical String,-,Cybernetic Specialist,5.15%,,,,,,,,
Burroughs Rift,Mist Level 0,Magical String,-,Amplified Grey,5.15%,,,,,,,,
Burroughs Rift,Mist Level 0,Magical String,-,Amplified White,5.05%,,,,,,,,
Burroughs Rift,Mist Level 0,Magical String,-,Rift Bio Engineer,2.06%,,,,,,,,
Burroughs Rift,Mist Level 0,Brie String,-,Doktor,20.27%,,,,,,,,
Burroughs Rift,Mist Level 0,Brie String,-,Evil Scientist,20.16%,,,,,,,,
Burroughs Rift,Mist Level 0,Brie String,-,Automated Sentry,15.00%,,,,,,,,
Burroughs Rift,Mist Level 0,Brie String,-,Surgeon Bot,14.85%,,,,,,,,
Burroughs Rift,Mist Level 0,Brie String,-,Rift Bio Engineer,9.87%,,,,,,,,
Burroughs Rift,Mist Level 0,Brie String,-,Amplified White,5.09%,,,,,,,,
Burroughs Rift,Mist Level 0,Brie String,-,Cybernetic Specialist,4.94%,,,,,,,,
Burroughs Rift,Mist Level 0,Brie String,-,Amplified Grey,4.93%,,,,,,,,
Burroughs Rift,Mist Level 0,Brie String,-,Amplified Brown,4.91%,,,,,,,,
Burroughs Rift,Mist Level 0,Marble String,-,Amplified White,20.85%,,,,,,,,
Burroughs Rift,Mist Level 0,Marble String,-,Rift Bio Engineer,18.55%,,,,,,,,
Burroughs Rift,Mist Level 0,Marble String,-,Amplified Brown,16.15%,,,,,,,,
Burroughs Rift,Mist Level 0,Marble String,-,Cybernetic Specialist,15.98%,,,,,,,,
Burroughs Rift,Mist Level 0,Marble String,-,Amplified Grey,9.06%,,,,,,,,
Burroughs Rift,Mist Level 0,Marble String,-,Surgeon Bot,5.38%,,,,,,,,
Burroughs Rift,Mist Level 0,Marble String,-,Automated Sentry,5.13%,,,,,,,,
Burroughs Rift,Mist Level 0,Marble String,-,Evil Scientist,4.70%,,,,,,,,
Burroughs Rift,Mist Level 0,Marble String,-,Doktor,4.19%,,,,,,,,
Burroughs Rift,Mist Level 1,Swiss String,-,Rift Bio Engineer,19.99%,,,,,,,,
Burroughs Rift,Mist Level 2,Swiss String,-,Cybernetic Specialist,19.60%,,,,,,,,
Burroughs Rift,Mist Level 3,Swiss String,-,Automated Sentry,15.25%,,,,,,,,
Burroughs Rift,Mist Level 4,Swiss String,-,Amplified Brown,14.76%,,,,,,,,
Burroughs Rift,Mist Level 5,Swiss String,-,Surgeon Bot,9.67%,,,,,,,,
Burroughs Rift,Mist Level 6,Swiss String,-,Doktor,5.33%,,,,,,,,
Burroughs Rift,Mist Level 7,Swiss String,-,Evil Scientist,5.17%,,,,,,,,
Burroughs Rift,Mist Level 8,Swiss String,-,Amplified Grey,5.13%,,,,,,,,
Burroughs Rift,Mist Level 9,Swiss String,-,Amplified White,5.08%,,,,,,,,
Burroughs Rift,Mist Level 1-5,Magical String/Brie String,-,Tech Ravenous Zombie,31.20%,,,,,,,,
Burroughs Rift,Mist Level 1-5,Magical String/Brie String,-,Count Vampire,24.09%,,,,,,,,
Burroughs Rift,Mist Level 1-5,Magical String/Brie String,-,Phase Zombie,20.50%,,,,,,,,
Burroughs Rift,Mist Level 1-5,Magical String/Brie String,-,Robat,14.51%,,,,,,,,
Burroughs Rift,Mist Level 1-5,Magical String/Brie String,-,Prototype,9.71%,,,,,,,,
Burroughs Rift,Mist Level 1-5,Terre Ricotta,-,Cyber Miner,25.20%,,,,,,,,
Burroughs Rift,Mist Level 1-5,Terre Ricotta,-,Clump,23.21%,,,,,,,,
Burroughs Rift,Mist Level 1-5,Terre Ricotta,-,Rifterranian,19.66%,,,,,,,,
Burroughs Rift,Mist Level 1-5,Terre Ricotta,-,Itty Bitty Rifty Burroughs,17.08%,,,,,,,,
Burroughs Rift,Mist Level 1-5,Terre Ricotta,-,Pneumatic Dirt Displacement,14.85%,,,,,,,,
Burroughs Rift,Mist Level 1-5,Polluted Parmesan,-,Toxikinetic,39.95%,,,,,,,,
Burroughs Rift,Mist Level 1-5,Polluted Parmesan,-,Radioactive Ooze,31.26%,,,,,,,,
Burroughs Rift,Mist Level 1-5,Polluted Parmesan,-,Mecha Tail,28.79%,,,,,,,,
Burroughs Rift,Mist Level 6-18,Magical String/Brie String,-,Revenant,24.39%,,,,,,,,
Burroughs Rift,Mist Level 6-18,Magical String/Brie String,-,Lycanoid,24.34%,,,,,,,,
Burroughs Rift,Mist Level 6-18,Magical String/Brie String,-,Zombot Unipire the Third,20.02%,,,,,,,,
Burroughs Rift,Mist Level 6-18,Magical String/Brie String,-,Tech Ravenous Zombie,8.75%,,,,,,,,
Burroughs Rift,Mist Level 6-18,Magical String/Brie String,-,Count Vampire,6.96%,,,,,,,,
Burroughs Rift,Mist Level 6-18,Magical String/Brie String,-,Phase Zombie,6.51%,,,,,,,,
Burroughs Rift,Mist Level 6-18,Magical String/Brie String,-,Robat,4.98%,,,,,,,,
Burroughs Rift,Mist Level 6-18,Magical String/Brie String,-,Prototype,4.04%,,,,,,,,
Burroughs Rift,Mist Level 6-18,Terre Ricotta,-,Boulder Biter,24.99%,,,,,,,,
Burroughs Rift,Mist Level 6-18,Terre Ricotta,-,Master Exploder,19.92%,,,,,,,,
Burroughs Rift,Mist Level 6-18,Terre Ricotta,-,Lambent,14.90%,,,,,,,,
Burroughs Rift,Mist Level 6-18,Terre Ricotta,-,Cyber Miner,10.12%,,,,,,,,
Burroughs Rift,Mist Level 6-18,Terre Ricotta,-,Clump,8.97%,,,,,,,,
Burroughs Rift,Mist Level 6-18,Terre Ricotta,-,Rifterranian,8.07%,,,,,,,,
Burroughs Rift,Mist Level 6-18,Terre Ricotta,-,Itty Bitty Rifty Burroughs,7.00%,,,,,,,,
Burroughs Rift,Mist Level 6-18,Terre Ricotta,-,Pneumatic Dirt Displacement,6.04%,,,,,,,,
Burroughs Rift,Mist Level 6-18,Polluted Parmesan,-,Super Mega Mecha Ultra RoboGold,22.94%,,,,,,,,
Burroughs Rift,Mist Level 6-18,Polluted Parmesan,-,Toxic Avenger,21.73%,,,,,,,,
Burroughs Rift,Mist Level 6-18,Polluted Parmesan,-,Rancid Bog Beast,21.12%,,,,,,,,
Burroughs Rift,Mist Level 6-18,Polluted Parmesan,-,Toxikinetic,14.51%,,,,,,,,
Burroughs Rift,Mist Level 6-18,Polluted Parmesan,-,Radioactive Ooze,9.93%,,,,,,,,
Burroughs Rift,Mist Level 6-18,Polluted Parmesan,-,Mecha Tail,9.77%,,,,,,,,
Burroughs Rift,Mist Level 19-20,Magical String/Brie String,-,Monstrous Abomination,100.00%,,,,,,,,
Burroughs Rift,Mist Level 19-20,Terre Ricotta,-,Big Bad Behemoth Burroughs,100.00%,,,,,,,,
Burroughs Rift,Mist Level 19-20,Polluted Parmesan,-,Plutonium Tentacle,25.00%,,,,,,,,
Burroughs Rift,Mist Level 19-20,Polluted Parmesan,-,Assassin Beast,24.89%,,,,,,,,
Burroughs Rift,Mist Level 19-20,Polluted Parmesan,-,The Menace of the Rift,19.79%,,,,,,,,
Burroughs Rift,Mist Level 19-20,Polluted Parmesan,-,Super Mega Mecha Ultra RoboGold,10.18%,,,,,,,,
Burroughs Rift,Mist Level 19-20,Polluted Parmesan,-,Toxic Avenger,10.08%,,,,,,,,
Burroughs Rift,Mist Level 19-20,Polluted Parmesan,-,Rancid Bog Beast,10.05%,,,,,,,,
Calm Clearing,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Frog,14.78%,,,,,,,,
Calm Clearing,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Sylvan,13.11%,,,,,,,,
Calm Clearing,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Chameleon,12.57%,,,,,,,,
Calm Clearing,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Bear,11.76%,,,,,,,,
Calm Clearing,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Moosker,9.39%,,,,,,,,
Calm Clearing,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Shaman,9.28%,,,,,,,,
Calm Clearing,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Wiggler,8.74%,,,,,,,,
Calm Clearing,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Treant,7.79%,,,,,,,,
Calm Clearing,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Dwarf,5.94%,,,,,,,,
Calm Clearing,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Elven Princess,3.25%,,,,,,,,
Calm Clearing,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Cyclops,2.78%,,,,,,,,
Calm Clearing,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Eagle Owl,0.62%,,,,,,,,
Calm Clearing,-,Cherry,-,Chameleon,24.63%,,,,,,,,
Calm Clearing,-,Cherry,-,Bear,22.02%,,,,,,,,
Calm Clearing,-,Cherry,-,Shaman,17.29%,,,,,,,,
Calm Clearing,-,Cherry,-,Cherry,15.23%,,,,,,,,
Calm Clearing,-,Cherry,-,Treant,14.81%,,,,,,,,
Calm Clearing,-,Cherry,-,Cyclops,4.66%,,,,,,,,
Calm Clearing,-,Cherry,-,Eagle Owl,1.36%,,,,,,,,
Calm Clearing,-,SB+,-,Frog,14.35%,,,,,,,,
Calm Clearing,-,SB+,-,Sylvan,12.61%,,,,,,,,
Calm Clearing,-,SB+,-,Chameleon,12.42%,,,,,,,,
Calm Clearing,-,SB+,-,Bear,11.19%,,,,,,,,
Calm Clearing,-,SB+,-,Wiggler,9.45%,,,,,,,,
Calm Clearing,-,SB+,-,Moosker,9.27%,,,,,,,,
Calm Clearing,-,SB+,-,Shaman,8.94%,,,,,,,,
Calm Clearing,-,SB+,-,Treant,6.30%,,,,,,,,
Calm Clearing,-,SB+,-,Dwarf,5.69%,,,,,,,,
Calm Clearing,-,SB+,-,Cyclops,4.37%,,,,,,,,
Calm Clearing,-,SB+,-,Elven Princess,3.76%,,,,,,,,
Calm Clearing,-,SB+,-,Eagle Owl,0.61%,,,,,,,,
Calm Clearing,-,SB+,-,Black Widow,0.56%,,,,,,,,
Calm Clearing,-,SB+,-,Foxy,0.47%,,,,,,,,
Cape Clawed,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Alchemist,10.08%,,,,,,,,
Cape Clawed,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Pathfinder,9.59%,,,,,,,,
Cape Clawed,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Healer,9.50%,,,,,,,,
Cape Clawed,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Wordsmith,9.18%,,,,,,,,
Cape Clawed,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Narrator,9.13%,,,,,,,,
Cape Clawed,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Taleweaver,8.85%,,,,,,,,
Cape Clawed,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Scout,8.69%,,,,,,,,
Cape Clawed,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Caretaker,8.62%,,,,,,,,
Cape Clawed,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Trailblazer,8.37%,,,,,,,,
Cape Clawed,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Sylvan,4.84%,,,,,,,,
Cape Clawed,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Pinchy,4.73%,,,,,,,,
Cape Clawed,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Shipwrecked,4.22%,,,,,,,,
Cape Clawed,-,Gouda/Brie/Swiss/White Cheddar/Marble/Mozzarella/Cheddar,-,Chameleon,4.19%,,,,,,,,
Cape Clawed,-,Crunchy,-,Aged,33.32%,,,,,,,,
Cape Clawed,-,Crunchy,-,Trailblazer,22.15%,,,,,,,,
Cape Clawed,-,Crunchy,-,Wordsmith,21.76%,,,,,,,,
Cape Clawed,-,Crunchy,-,Healer,21.54%,,,,,,,,
Cape Clawed,-,Crunchy,-,Sylvan,1.23%,,,,,,,,
Cape Clawed,-,Gumbo,-,Grandfather,32.13%,,,,,,,,
Cape Clawed,-,Gumbo,-,Caretaker,23.49%,,,,,,,,
Cape Clawed,-,Gumbo,-,Pathfinder,21.99%,,,,,,,,
Cape Clawed,-,Gumbo,-,Narrator,21.24%,,,,,,,,
Cape Clawed,-,Gumbo,-,Chameleon,1.16%,,,,,,,,
Cape Clawed,-,Shell,-,Elder,44.31%,,,,,,,,
Cape Clawed,-,Shell,-,Taleweaver,28.26%,,,,,,,,
Cape Clawed,-,Shell,-,Alchemist,13.58%,,,,,,,,
Cape Clawed,-,Shell,-,Scout,12.00%,,,,,,,,
Cape Clawed,-,Shell,-,Pinchy,1.85%,,,,,,,,
Cape Clawed,-,SB+,-,Sylvan,8.86%,,,,,,,,
Cape Clawed,-,SB+,-,Taleweaver,8.86%,,,,,,,,
Cape Clawed,-,SB+,-,Wordsmith,8.86%,,,,,,,,
Cape Clawed,-,SB+,-,Alchemist,8.02%,,,,,,,,
Cape Clawed,-,SB+,-,Caretaker,8.02%,,,,,,,,
Cape Clawed,-,SB+,-,Chameleon,7.74%,,,,,,,,
Cape Clawed,-,SB+,-,Narrator,7.59%,,,,,,,,
Cape Clawed,-,SB+,-,Trailblazer,7.45%,,,,,,,,
Cape Clawed,-,SB+,-,Scout,6.89%,,,,,,,,
Cape Clawed,-,SB+,-,Shipwrecked,6.89%,,,,,,,,
Cape Clawed,-,SB+,-,Healer,6.61%,,,,,,,,
Cape Clawed,-,SB+,-,Pathfinder,6.61%,,,,,,,,
Cape Clawed,-,SB+,-,Pinchy,6.47%,,,,,,,,
Cape Clawed,-,SB+,-,Nibbler,1.13%,,,,,,,,
Catacombs,-,Ancient,-,Skeleton,17.34%,,,,,,,,
Catacombs,-,Ancient,-,Ooze,14.43%,,,,,,,,
Catacombs,-,Ancient,-,Spider,14.41%,,,,,,,,
Catacombs,-,Ancient,-,Keeper's Assistant,12.94%,,,,,,,,
Catacombs,-,Ancient,-,Scavenger,12.61%,,,,,,,,
Catacombs,-,Ancient,-,Keeper,12.39%,,,,,,,,
Catacombs,-,Ancient,-,Terror Knight,7.16%,,,,,,,,
Catacombs,-,Ancient,-,Vampire,4.37%,,,,,,,,
Catacombs,-,Ancient,-,Golem,4.35%,,,,,,,,
Catacombs,-,Undead Emmental,-,Mummy,14.86%,,,,,,,,
Catacombs,-,Undead Emmental,-,Ghost,13.20%,,,,,,,,
Catacombs,-,Undead Emmental,-,Ravenous Zombie,12.47%,,,,,,,,
Catacombs,-,Undead Emmental,-,Zombot Unipire,11.78%,,,,,,,,
Catacombs,-,Undead Emmental,-,Grave Robber,11.30%,,,,,,,,
Catacombs,-,Undead Emmental,-,Zombie,9.70%,,,,,,,,
Catacombs,-,Undead Emmental,-,Terror Knight,8.29%,,,,,,,,
Catacombs,-,Undead Emmental,-,Vampire,8.01%,,,,,,,,
Catacombs,-,Undead Emmental,-,Skeleton,6.49%,,,,,,,,
Catacombs,-,Undead Emmental,-,Gluttonous Zombie,3.90%,,,,,,,,
Catacombs,-,Moon,-,Lycan,45.69%,,,,,,,,
Catacombs,-,Moon,-,Scavenger,18.21%,,,,,,,,
Catacombs,-,Moon,-,Ghost,10.54%,,,,,,,,
Catacombs,-,Moon,-,Zombie,9.74%,,,,,,,,
Catacombs,-,Moon,-,Mummy,6.23%,,,,,,,,
Catacombs,-,Moon,-,Bat,5.75%,,,,,,,,
Catacombs,-,Moon,-,Vampire,3.83%,,,,,,,,
Catacombs,-,Radioactive Blue,-,Skeleton,16.17%,,,,,,,,
Catacombs,-,Radioactive Blue,-,Ghost,14.37%,,,,,,,,
Catacombs,-,Radioactive Blue,-,Spider,8.94%,,,,,,,,
Catacombs,-,Radioactive Blue,-,Ooze,8.84%,,,,,,,,
Catacombs,-,Radioactive Blue,-,Scavenger,8.02%,,,,,,,,
Catacombs,-,Radioactive Blue,-,Keeper's Assistant,7.99%,,,,,,,,
Catacombs,-,Radioactive Blue,-,Giant Snail,7.16%,,,,,,,,
Catacombs,-,Radioactive Blue,-,Mummy,6.31%,,,,,,,,
Catacombs,-,Radioactive Blue,-,Terror Knight,4.53%,,,,,,,,
Catacombs,-,Radioactive Blue,-,Vampire,4.44%,,,,,,,,
Catacombs,-,Radioactive Blue,-,Zombie,3.57%,,,,,,,,
Catacombs,-,Radioactive Blue,-,Bat,3.56%,,,,,,,,
Catacombs,-,Radioactive Blue,-,Golem,2.79%,,,,,,,,
Catacombs,-,Radioactive Blue,-,Keeper,1.82%,,,,,,,,
Catacombs,-,Radioactive Blue,-,Lycan,0.92%,,,,,,,,
Catacombs,-,Radioactive Blue,-,Monster,0.44%,,,,,,,,
Catacombs,-,Radioactive Blue,-,Black Widow,0.12%,,,,,,,,
Catacombs,-,Ancient,Antiskele,Spider,17.91%,Antiskele,,,,,,,
Catacombs,-,Ancient,Antiskele,Ooze,16.93%,Antiskele,,,,,,,
Catacombs,-,Ancient,Antiskele,Scavenger,16.16%,Antiskele,,,,,,,
Catacombs,-,Ancient,Antiskele,Keeper's Assistant,15.52%,Antiskele,,,,,,,
Catacombs,-,Ancient,Antiskele,Keeper,14.22%,Antiskele,,,,,,,
Catacombs,-,Ancient,Antiskele,Terror Knight,8.84%,Antiskele,,,,,,,
Catacombs,-,Ancient,Antiskele,Golem,5.45%,Antiskele,,,,,,,
Catacombs,-,Ancient,Antiskele,Vampire,4.97%,Antiskele,,,,,,,
Catacombs,-,Undead Emmental,Antiskele,Mummy,21.93%,Antiskele,,,,,,,
Catacombs,-,Undead Emmental,Antiskele,Ghost,20.25%,Antiskele,,,,,,,
Catacombs,-,Undead Emmental,Antiskele,Zombot Unipire,13.77%,Antiskele,,,,,,,
Catacombs,-,Undead Emmental,Antiskele,Vampire,11.65%,Antiskele,,,,,,,
Catacombs,-,Undead Emmental,Antiskele,Terror Knight,11.40%,Antiskele,,,,,,,
Catacombs,-,Undead Emmental,Antiskele,Ravenous Zombie,8.35%,Antiskele,,,,,,,
